name,category,lat,lon,country_code,rarity,floor_price_tdi,mint_difficulty,is_shiny,card_number,edition,token_id,tdc_per_24h,bonus_pct,game_resource,visitors_per_year,geopolitical_score,description,fun_fact,wiki_url,is_featured,source
Helsinki Nokia Heritage,tech_giant,60.17,24.935,FI,uncommon,5.0,2,0,952,genesis,100952,25,170,intel,200000,25,"Nokia invented mobile phone here. Failed. Now gaming (Rovio, Supercell).",Nokia market cap was 40% of Finland GDP — then iPhone destroyed them,,0,seed
Hermitage Museum St Petersburg,museum,59.94,30.315,RU,uncommon,5.0,2,0,220,genesis,100220,25,30,culture,2500000,25,3M art objects. One of world's largest museums. Winter Palace.,,,0,seed
Hierapolis Pamukkale,ancient_ruins,37.926,29.126,TR,uncommon,5.0,2,0,730,genesis,100730,25,45,culture,1500000,25,Roman spa city above travertine pools. Necropolis with 1200 tombs.,Cleopatra allegedly bathed in the sacred pool,,0,seed
Himeji Castle Japan,royal_palace,34.839,134.694,JP,uncommon,5.0,2,0,455,genesis,100455,25,70,culture,200000,25,UNESCO. Best-preserved feudal castle in Japan. White Heron Castle. 1333.,,,0,seed
Himeji White Heron Castle,royal_palace,34.839,134.694,JP,uncommon,5.0,2,0,853,genesis,100853,25,70,culture,200000,25,UNESCO. Best preserved feudal castle Japan. 1333. Never destroyed.,Painted white specifically to prevent cannon fire — white = no heat absorption,,0,seed
Hollywood Walk of Fame,sports_arena,34.102,-118.34,US,uncommon,5.0,2,0,389,genesis,100389,25,45,culture,200000,25,"2,700+ stars. Grauman's Chinese Theatre. 10M visitors/yr.",,,0,seed
Hong Kong Stock Exchange,stock_exchange,22.279,114.163,HK,uncommon,5.0,2,0,21,genesis,100021,25,85,credits,200000,70,"$5.2T market cap. Gateway between China and world. Tencent, HSBC.",World's largest IPO market in 2022,,0,seed
Hong Kong Victoria Peak,mountain_peak,22.271,114.148,HK,uncommon,5.0,2,0,467,genesis,100467,25,20,culture,100000,25,552m. Best city panorama in world. 7M visitors/yr. Tram.,,,0,seed
Honiara,capital_city,-9.432,160.052,SB,uncommon,5.0,2,0,1092,genesis,101092,25,75,credits,10000000,80,Solomon Islands capital. WWII Guadalcanal battle. Pacific tuna.,Battle of Guadalcanal — turning point of Pacific War — fought here,,0,city_seed
Honolulu,financial_hub,21.307,-157.858,US,uncommon,5.0,2,0,1072,genesis,101072,25,90,credits,5000000,75,Hawaii capital. Pearl Harbor. Pacific crossroads. Aloha culture.,Pearl Harbor attack December 7 1941 brought US into WWII,,0,city_seed
Huangshan Yellow Mountain,mountain_peak,30.13,118.176,CN,uncommon,5.0,2,0,840,genesis,100840,25,20,culture,100000,25,Sea of clouds above granite peaks. UNESCO. Inspired Chinese painting.,"""Four wonders"": strange pines, peculiar rocks, sea of clouds, hot springs",,0,seed
Hue Citadel,royal_palace,16.469,107.579,VN,uncommon,5.0,2,0,817,genesis,100817,25,70,culture,200000,25,UNESCO. Nguyen dynasty. Forbidden City of Vietnam.,Heavily damaged in 1968 Tet Offensive — still being restored,,0,seed
Hue Imperial Citadel,royal_palace,16.469,107.579,VN,uncommon,5.0,2,0,340,genesis,100340,25,70,culture,200000,25,Forbidden Purple City. Nguyen dynasty. 7km walls. UNESCO.,,,0,seed
Hunza Valley,mountain_peak,36.316,74.647,PK,uncommon,5.0,2,0,800,genesis,100800,25,20,culture,100000,25,Shangri-La inspiration? 100+ year old residents. Karakorum views.,James Hilton based Lost Horizon on traveler accounts of this valley,,0,seed
Hustai National Park,nature_sanctuary,47.713,105.878,MN,uncommon,5.0,2,0,773,genesis,100773,25,40,culture,800000,25,Last truly wild Przewalski horse herds. Reintroduced 1992.,These are the only truly wild horses — all others descended from domesticated,,0,seed
IAEA Vienna,international_org,48.236,16.406,AT,uncommon,5.0,2,0,115,genesis,100115,25,80,intel,200000,25,Monitors nuclear programs globally. Iran deal negotiated here.,,,0,seed
ICC The Hague,international_org,52.085,4.316,NL,uncommon,5.0,2,0,114,genesis,100114,25,80,intel,200000,25,International Criminal Court. War crimes tribunal. Putin arrest warrant issued.,,,0,seed
Iowa Corn Belt Center,agri_megafarm,42.0,-94.0,US,uncommon,5.0,2,0,124,genesis,100124,25,50,food,200000,25,Heart of US corn belt. 12B bushels/yr. Global food price driver.,,,0,seed
Itsukushima Shrine,religious_site,34.296,132.32,JP,uncommon,5.0,2,0,456,genesis,100456,25,40,culture,3000000,25,Floating torii gate. UNESCO. Sacred island of Miyajima.,No births or deaths allowed on sacred island,,0,seed
Jabal al-Lawz,mountain_peak,28.65,35.3,SA,uncommon,5.0,2,0,751,genesis,100751,25,20,culture,100000,25,"2,580m. Possible real Mount Sinai. Black scorched peak. Lightning strikes.",Some believe Moses received Ten Commandments here not Egypt Sinai,,0,seed
Jaisalmer Golden Fort,royal_palace,26.912,70.912,IN,uncommon,5.0,2,0,316,genesis,100316,25,70,culture,200000,25,"Living fort — 3,000 people live inside. Yellow sandstone. 12th century.",,,0,seed
Japan Exchange Group Tokyo,stock_exchange,35.682,139.771,JP,uncommon,5.0,2,1,19,genesis,100019,25,85,credits,200000,70,"$6.9T market cap. Toyota, Sony, SoftBank, Honda.",Merged Tokyo + Osaka exchanges in 2013,,0,seed
Jebel Ali Port Dubai,mega_port,24.98,55.07,AE,uncommon,5.0,2,0,211,genesis,100211,25,60,credits,200000,60,14M TEU/yr. Largest port in Middle East. Man-made.,,,0,seed
Jeju Island Hallasan,volcano,33.362,126.534,KR,uncommon,5.0,2,0,370,genesis,100370,25,40,energy,300000,25,South Korea's highest peak. UNESCO. Lava tubes. New 7 Wonders.,,,0,seed
Jeju Lava Tubes,cave_system,33.38,126.538,KR,uncommon,5.0,2,0,861,genesis,100861,25,25,materials,200000,25,UNESCO. World longest lava tube system. Dragon head rock.,160km of lava tubes — most connected in world,,0,seed
Jerash Roman City,ancient_ruins,32.273,35.902,JO,uncommon,5.0,2,0,294,genesis,100294,25,45,culture,1500000,25,Best preserved Roman city in world outside Italy. Ongoing Roman games.,,,0,seed
Jiuzhaigou Fairy Lakes,nature_sanctuary,33.26,103.918,CN,uncommon,5.0,2,0,839,genesis,100839,25,40,culture,800000,25,UNESCO. Multi-colored lakes — minerals create palette.,Earthquake 2017 drained some lakes. Restored and reopened.,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Jiuzhaigou.jpg/640px-Jiuzhaigou.jpg,0,seed
Jiuzhaigou Fairy Pools,nature_sanctuary,33.262,103.918,CN,uncommon,5.0,2,0,630,genesis,100630,25,40,culture,800000,25,UNESCO. Turquoise layered lakes. Five Flower Lake. Panda habitat.,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Jiuzhaigou_Five_Flower_Lake.jpg/640px-Jiuzhaigou_Five_Flower_Lake.jpg,0,seed
Jiuzhaigou Valley,nature_sanctuary,33.262,103.918,CN,uncommon,5.0,2,0,363,genesis,100363,25,40,culture,800000,25,"Multi-colored lakes. UNESCO. Closed after 2017 earthquake, reopened.",Nine Tibetan villages in the valley — most evacuated for tourism,,0,seed
K2,mountain_peak,35.88,76.514,PK,uncommon,5.0,2,0,172,genesis,100172,25,20,culture,100000,25,"8,611m. Second highest. Deadliest — 1 death per 4 summits.",Never summited in winter until 2021 (Nepal team),,0,seed
Kakadu National Park,nature_sanctuary,-12.85,132.471,AU,uncommon,5.0,2,0,447,genesis,100447,25,40,culture,800000,25,"UNESCO. 65,000 years Aboriginal occupation. 50,000+ rock art sites.",,,0,seed
Kakadu Rock Art Sites,ancient_ruins,-12.85,132.471,AU,uncommon,5.0,2,0,538,genesis,100538,25,45,culture,1500000,25,"50,000+ rock art sites. 65,000 year old oldest art. UNESCO.",,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Kakadu_rock_art.jpg/640px-Kakadu_rock_art.jpg,0,seed
Karakorum Ancient Capital,ancient_ruins,47.195,102.845,MN,uncommon,5.0,2,0,376,genesis,100376,25,45,culture,1500000,25,Genghis Khan's capital. Erdene Zuu monastery from ruins. UNESCO.,,,0,seed
Karakorum Erdene Zuu,ancient_ruins,47.195,102.845,MN,uncommon,5.0,2,0,864,genesis,100864,25,45,culture,1500000,25,Genghis Khan capital. Monastery from ruins. Wall of 108 stupas.,First capital of world largest empire ever — now sheep graze over ruins,,0,seed
Karakorum Highway,mountain_peak,35.0,76.0,PK,uncommon,5.0,2,0,801,genesis,100801,25,20,culture,100000,25,"World's highest international road. 4,714m Khunjerab Pass.",810 Pakistani and 82 Chinese workers died building it,,0,seed
Karnak Temple,ancient_ruins,25.719,32.657,EG,uncommon,5.0,2,0,685,genesis,100685,25,45,culture,1500000,25,Largest ancient religious complex. 30 pharaohs built it over 2000 years.,Only Luxor Temple rivals it,,0,seed
Karnak Temple Complex,religious_site,25.719,32.658,EG,uncommon,5.0,2,0,244,genesis,100244,25,40,culture,3000000,25,"Largest ancient religious site. Built over 2,000 years by 30 pharaohs.",,,0,seed
Karst Mountains Yangshuo,nature_sanctuary,24.778,110.494,CN,uncommon,5.0,2,0,365,genesis,100365,25,40,culture,800000,25,Limestone peaks rising from rice paddies. Cycling paradise.,,,0,seed
Kashgar Sunday Market,financial_hub,39.473,75.993,CN,uncommon,5.0,2,0,848,genesis,100848,25,90,credits,5000000,75,Ancient Silk Road terminus. Central Asian bazaar unchanged.,Marco Polo described same market — it looks identical today,,0,seed
Kerala Backwaters,nature_sanctuary,9.5,76.35,IN,uncommon,5.0,2,0,317,genesis,100317,25,40,culture,800000,25,900km canal network. Houseboat culture. Unique ecosystem.,,,0,seed
Khajuraho Temples,religious_site,24.851,79.921,IN,uncommon,5.0,2,0,616,genesis,100616,25,40,culture,3000000,25,UNESCO. Erotic temple carvings 950-1050 AD. Tantric philosophy in stone.,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Kandariya_Mahadeva_temple.jpg/640px-Kandariya_Mahadeva_temple.jpg,0,seed
Khan Tengri Peak,mountain_peak,42.215,80.175,KZ,uncommon,5.0,2,0,771,genesis,100771,25,20,culture,100000,25,"7,010m. Marble summit glows red at sunset. Called Pyramid of Heaven.","Rarest high-altitude peak — only 1000 people have summited vs 10,000 for Everest",,0,seed
Khao Yai National Park,nature_sanctuary,14.43,101.37,TH,uncommon,5.0,2,0,813,genesis,100813,25,40,culture,800000,25,"UNESCO. Gibbons, elephants, hornbills, tigers.",UNESCO listed — first national park in Thailand 1962,,0,seed
Khustain Nuruu Horse,nature_sanctuary,47.713,105.878,MN,uncommon,5.0,2,0,865,genesis,100865,25,40,culture,800000,25,Last wild Przewalski horses. Hunted extinct — reintroduced 1992.,Takhi (Mongolian for spirit horse) brought back from extinction in zoos,,0,seed
Kilimanjaro,mountain_peak,-3.065,37.355,TZ,uncommon,5.0,2,0,173,genesis,100173,25,20,culture,100000,25,"5,895m. Africa's highest. Glacier shrinking 80% since 1912.",,,0,seed
Kilwa Kisiwani,ancient_ruins,-8.963,39.511,TZ,uncommon,5.0,2,0,597,genesis,100597,25,45,culture,1500000,25,UNESCO. Medieval Swahili trading empire. Ibn Battuta called it most beautiful.,Traded gold from Zimbabwe to Arabia and India,,0,seed
Kinabalu Park,mountain_peak,6.076,116.558,MY,uncommon,5.0,2,0,830,genesis,100830,25,20,culture,100000,25,"UNESCO. 4,095m. Most species-rich spot in world. Pitcher plants.","5,000 plant species — more than UK and Ireland combined",,0,seed
Kingstown,capital_city,13.158,-61.225,VC,uncommon,5.0,2,0,1102,genesis,101102,25,75,credits,10000000,80,St Vincent capital. Pirates of Caribbean filmed nearby.,Disney Pirates of Caribbean filmed on its beaches — Jack Sparrow territory,,0,city_seed
Kinkaku-ji Golden Pavilion,religious_site,35.04,135.729,JP,uncommon,5.0,2,0,457,genesis,100457,25,40,culture,3000000,25,Gold-leaf covered temple. Kyoto icon. Burned by monk in 1950 — rebuilt.,,,0,seed
Knossos Palace Crete,ancient_ruins,35.298,25.163,GR,uncommon,5.0,2,0,885,genesis,100885,25,45,culture,1500000,25,Minoan civilization 2700 BC. Labyrinth of Minotaur legend.,Labyrinth myth may come from actual complex underground passages,,0,seed
Ko Ker Temple,ancient_ruins,13.795,104.648,KH,uncommon,5.0,2,0,823,genesis,100823,25,45,culture,1500000,25,Remote pyramid temple. 35m step pyramid. 11th century Khmer.,Jungle reclaimed it for 900 years — discovered by accident,,0,seed
Komodo Dragon Island,nature_sanctuary,-8.562,119.48,ID,uncommon,5.0,2,0,648,genesis,100648,25,40,culture,800000,25,"Last dinosaur-like reptile. 3m, 90kg. UNESCO. 4,000 surviving.",,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Komodo_dragon.jpg/640px-Komodo_dragon.jpg,0,seed
Komodo Island,nature_sanctuary,-8.562,119.48,ID,uncommon,5.0,2,0,346,genesis,100346,25,40,culture,800000,25,"Komodo dragons — 3m, 90kg. 4,000 left in wild. UNESCO marine park.",,,0,seed
Konark Sun Temple,ancient_ruins,19.888,86.094,IN,uncommon,5.0,2,0,617,genesis,100617,25,45,culture,1500000,25,UNESCO. Giant stone chariot 1255 AD. Black Pagoda. 12 wheels = calendar.,,,0,seed
Korea Exchange KRX,stock_exchange,35.159,129.06,KR,uncommon,5.0,2,0,30,genesis,100030,25,85,credits,200000,70,"$2.2T market cap. Samsung, Hyundai, LG Electronics.",,,0,seed
Kruger National Park,nature_sanctuary,-23.989,31.554,ZA,uncommon,5.0,2,0,273,genesis,100273,25,40,culture,800000,25,South Africa's largest park. Big Five. 500 bird species.,,,0,seed
Kyoto Arashiyama Bamboo,ancient_forest,35.017,135.671,JP,uncommon,5.0,2,0,357,genesis,100357,25,35,food,200000,25,Bamboo grove. Tenryu-ji garden. Monkey mountain. Scenic train.,,,0,seed
Kīlauea Volcano,volcano,19.421,-155.287,US,uncommon,5.0,2,0,181,genesis,100181,25,40,energy,300000,25,Most active volcano on Earth. Continuously erupting since 1983.,,,0,seed
Lagos Island,financial_hub,6.453,3.424,NG,uncommon,5.0,2,0,713,genesis,100713,25,90,credits,5000000,75,Most populous city in Africa. 21M+ people. Africa financial capital.,Has its own timezone in terms of cultural influence across continent,,0,seed
Lagos Port Complex,mega_port,6.425,3.391,NG,uncommon,5.0,2,0,474,genesis,100474,25,60,credits,200000,60,West Africa's largest port. Gateway for Nigeria's $450B economy.,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Lagos_port.jpg/640px-Lagos_port.jpg,0,seed
Lahore Fort,royal_palace,31.588,74.316,PK,uncommon,5.0,2,0,798,genesis,100798,25,70,culture,200000,25,UNESCO. Mughal and Sikh fort. 21 notable buildings over 900 years.,"Every invader added to it — Mughal, Sikh, British all left marks",,0,seed
Lalibela Churches,religious_site,12.032,39.044,ET,uncommon,5.0,2,0,598,genesis,100598,25,40,culture,3000000,25,11 monolithic churches carved from single rock. Ethiopia's Jerusalem.,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Lalibela_churches.jpg/640px-Lalibela_churches.jpg,0,seed
Leptis Magna Libya,ancient_ruins,32.639,14.291,LY,uncommon,5.0,2,0,592,genesis,100592,25,45,culture,1500000,25,Best-preserved Roman city in Africa. Birthplace of Emperor Septimius Severus.,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Leptis_Magna.jpg/640px-Leptis_Magna.jpg,0,seed
Leshan Giant Buddha,religious_site,29.544,103.767,CN,uncommon,5.0,2,0,625,genesis,100625,25,40,culture,3000000,25,World's largest stone Buddha. 71m. UNESCO. Tang dynasty 713 AD.,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Leshan_Buddha.jpg/640px-Leshan_Buddha.jpg,0,seed
Lewa Conservancy,nature_sanctuary,0.2,37.45,KE,uncommon,5.0,2,0,699,genesis,100699,25,40,culture,800000,25,Rhino sanctuary. 14% of Kenya black rhino. Community model.,Prince William proposed to Kate Middleton here,,0,seed
Lilongwe,capital_city,-13.967,33.787,MW,uncommon,5.0,2,0,1089,genesis,101089,25,75,credits,10000000,80,Malawi capital. Warm heart of Africa. Lake Malawi cichlids.,Lake Malawi has more fish species than any lake — 1000+ cichlid species,,0,city_seed
Lofoten Islands Norway,nature_sanctuary,68.154,13.987,NO,uncommon,5.0,2,0,510,genesis,100510,25,40,culture,800000,25,Arctic archipelago. Midnight sun. Northern Lights. Cod fishing heritage.,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Lofoten_reine.jpg/640px-Lofoten_reine.jpg,0,seed
Lomé,capital_city,6.136,1.222,TG,uncommon,5.0,2,0,1096,genesis,101096,25,75,credits,10000000,80,Togo capital. Atlantic coast. Voodoo market. Phosphate exports.,Lomé accords 1975 — first major EU-Africa trade agreement signed here,,0,city_seed
London Stock Exchange,stock_exchange,51.514,-0.099,GB,uncommon,5.0,2,0,20,genesis,100020,25,85,credits,200000,70,"$5.9T market cap. Oldest major exchange. FTSE 100. HSBC, BP, Unilever.",Founded 1801. Lost world #1 to NYSE after WW1,,0,seed
Longji Rice Terraces,agri_megafarm,25.773,110.08,CN,uncommon,5.0,2,0,368,genesis,100368,25,50,food,200000,25,"Dragon's Backbone. 2,300 years of Zhuang minority farming. Breathtaking curves.",,,0,seed
Longmen Grottoes,ancient_ruins,34.56,112.474,CN,uncommon,5.0,2,0,626,genesis,100626,25,45,culture,1500000,25,"UNESCO. 2,345 caves. 110,000 Buddhist stone sculptures. Tang dynasty.",,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Longmen_Grottoes.jpg/640px-Longmen_Grottoes.jpg,0,seed
Lopé National Park,ancient_forest,-0.12,11.59,GA,uncommon,5.0,2,0,724,genesis,100724,25,35,food,200000,25,UNESCO. Last refuge forest elephants. Ancient iron smelting.,Unique mosaic of savanna and rainforest,,0,seed
Lumbini,religious_site,27.484,83.276,NP,uncommon,5.0,2,0,321,genesis,100321,25,40,culture,3000000,25,"UNESCO. Birthplace of Buddha. 2,500+ years. 32 countries' temples.",,,0,seed
Luxor Temple,ancient_ruins,25.7,32.639,EG,uncommon,5.0,2,0,686,genesis,100686,25,45,culture,1500000,25,"New Kingdom temple. Romans, Christians, Muslims all added to it.",Alexander the Great claimed to be son of Amun here,,0,seed
Maasai Mara Kenya,nature_sanctuary,-1.507,35.145,KE,uncommon,5.0,2,0,580,genesis,100580,25,40,culture,800000,25,Big Five. Great Migration crossing.,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Masai_Mara_Africa.jpg/640px-Masai_Mara_Africa.jpg,0,seed
Madaba Mosaic Map,ancient_ruins,31.717,35.793,JO,uncommon,5.0,2,0,742,genesis,100742,25,45,culture,1500000,25,Byzantine mosaic of Holy Land. 6th century. 2M tesserae.,Oldest surviving map of Jerusalem — still in church floor,,0,seed
Madagascar Rainforest,ancient_forest,-18.913,47.536,MG,uncommon,5.0,2,0,439,genesis,100439,25,35,food,200000,25,5% of world biodiversity. 90% endemic species. Lemurs only here.,,,0,seed
Majuro,capital_city,7.1,171.383,MH,uncommon,5.0,2,0,1086,genesis,101086,25,75,credits,10000000,80,Marshall Islands. Nuclear test site legacy. WWII Pacific battle.,US tested 67 nuclear bombs here 1946-1958 — residents still contaminated,,0,city_seed
Maldives Baa Atoll,coral_reef,5.06,73.0,MV,uncommon,5.0,2,0,620,genesis,100620,25,45,food,200000,25,"UNESCO Biosphere. Manta ray aggregation. Whale sharks. 1,192 islands.",Will be completely submerged within 50 years,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Maldives_aerial.jpg/640px-Maldives_aerial.jpg,0,seed
Managua,capital_city,12.138,-86.274,NI,uncommon,5.0,2,0,1090,genesis,101090,25,75,credits,10000000,80,Nicaragua capital. Sandinista history. Ortega dictatorship.,Earthquake 1972 destroyed entire city center — never rebuilt as punishment,,0,city_seed
Maracanã Rio de Janeiro,sports_arena,-22.912,-43.23,BR,uncommon,5.0,2,0,81,genesis,100081,25,45,culture,200000,25,"78,838 seats. Brazil football cathedral. 1950 WC disgrace.","1950 WC final: 199,854 people in stadium",,0,seed
Marae Taputapuatea Society Islands,religious_site,-16.774,-151.414,PF,uncommon,5.0,2,0,542,genesis,100542,25,40,culture,3000000,25,UNESCO. Sacred Polynesian marae. Star navigation school. Polynesian dispersal origin.,,,0,seed
Margiana Archaeological Park,ancient_ruins,37.5,62.1,TM,uncommon,5.0,2,0,764,genesis,100764,25,45,culture,1500000,25,Bronze Age Bactria-Margiana culture. 4000 years old. Discovered 1970s.,Contemporary of early Egypt and Mesopotamia — unknown civilization,,0,seed
Masada Fortress,ancient_ruins,31.315,35.353,IL,uncommon,5.0,2,0,303,genesis,100303,25,45,culture,1500000,25,Herod's fortress. 960 Jewish rebels committed mass suicide vs. Romans 73 AD.,Masada shall not fall again — Israeli army oath,,0,seed
Maseru,capital_city,-29.318,27.483,LS,uncommon,5.0,2,0,1084,genesis,101084,25,75,credits,10000000,80,Lesotho capital. Landlocked kingdom inside South Africa.,One of only 3 countries completely surrounded by one other country,,0,city_seed
Mashhad Imam Reza Shrine,religious_site,36.284,59.617,IR,uncommon,5.0,2,0,601,genesis,100601,25,40,culture,3000000,25,Most visited Islamic site after Mecca. 30M pilgrims/yr. Gold dome.,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Imam_Reza_shrine.jpg/640px-Imam_Reza_shrine.jpg,0,seed
Mayon Volcano Albay,volcano,13.257,123.686,PH,uncommon,5.0,2,0,353,genesis,100353,25,40,energy,300000,25,"Most perfect volcanic cone. 2,463m. Most active in Philippines.",,,0,seed
Mbabane,capital_city,-26.318,31.144,SZ,uncommon,5.0,2,0,1095,genesis,101095,25,75,credits,10000000,80,Eswatini capital. Last absolute monarchy in Africa.,King Mswati III renamed country Swaziland to Eswatini 2018 — surprise announcement,,0,city_seed
McLeod Ganj Dharamsala,religious_site,32.22,76.323,IN,uncommon,5.0,2,0,791,genesis,100791,25,40,culture,3000000,25,Tibetan government in exile. Dalai Lama residence since 1960.,Tibet in India — entire culture preserved here after Chinese invasion,,0,seed
Medellín,financial_hub,6.244,-75.574,CO,uncommon,5.0,2,0,1049,genesis,101049,25,90,credits,5000000,75,Pablo Escobar birth. Transformed to smartest city. Cable cars and libraries.,Most transformed city in world — murder capital to Innovation City of Year 2013,,0,city_seed
Mekong Delta Vietnam,agri_megafarm,10.5,105.6,VN,uncommon,5.0,2,0,126,genesis,100126,25,50,food,200000,25,Southeast Asia rice bowl. 25M tons rice/yr. 18M people.,,,0,seed
Melbourne Cricket Ground,sports_arena,-37.82,144.984,AU,uncommon,5.0,2,0,77,genesis,100077,25,45,culture,200000,25,"Southern hemisphere's largest. 100,024 capacity. Boxing Day Test.",,,0,seed
Merapi Volcano Java,volcano,-7.541,110.446,ID,uncommon,5.0,2,0,429,genesis,100429,25,40,energy,300000,25,"Most active in Indonesia. 800,000 live in danger zone.",,,0,seed
Meroe Pyramids,ancient_ruins,16.934,33.749,SD,uncommon,5.0,2,0,691,genesis,100691,25,45,culture,1500000,25,200+ Nubian pyramids. More pyramids than Egypt. UNESCO.,Kingdom lasted 1000 years after Egypt pyramids — mostly forgotten,,0,seed
Mesa Verde Cliff Dwellings,ancient_ruins,37.182,-108.479,US,uncommon,5.0,2,0,548,genesis,100548,25,45,culture,1500000,25,UNESCO. Ancestral Puebloan cliff dwellings 1190 AD. Colorado.,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Mesa_Verde_Cliff_Palace.jpg/640px-Mesa_Verde_Cliff_Palace.jpg,0,seed
Meta Menlo Park,tech_giant,37.484,-122.148,US,uncommon,5.0,2,0,225,genesis,100225,25,170,intel,200000,25,"Facebook/Meta. 3.3B users. WhatsApp, Instagram, Oculus.",,,0,seed
Meteora Monasteries,religious_site,39.721,21.631,GR,uncommon,5.0,2,0,401,genesis,100401,25,40,culture,3000000,25,6 monasteries on rock pillars. UNESCO. James Bond filmed here.,Monks reached them only via rope nets until 1920s,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Meteora_Greece.jpg/640px-Meteora_Greece.jpg,0,seed
Mgahinga Gorilla Park,nature_sanctuary,-1.37,29.66,UG,uncommon,5.0,2,1,706,genesis,100706,25,40,culture,800000,25,Three-country border park. Golden monkeys. Mountain gorillas.,Sits on Rwanda-Uganda-DRC triple border point,,0,seed
Microsoft Redmond Campus,tech_giant,47.644,-122.124,US,uncommon,5.0,2,0,226,genesis,100226,25,170,intel,200000,25,"500+ buildings. 50,000 employees. Azure cloud HQ.",,,0,seed
Milford Sound New Zealand,nature_sanctuary,-44.641,167.897,NZ,uncommon,5.0,2,0,649,genesis,100649,25,40,culture,800000,25,"Fiordland. Cliffs 1,200m. Mitre Peak. Dolphins. Seals.",,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Milford_Sound.jpg/640px-Milford_Sound.jpg,0,seed
Mirissa Whale Watching,nature_sanctuary,5.943,80.456,LK,uncommon,5.0,2,0,806,genesis,100806,25,40,culture,800000,25,Blue whale watching. Largest animal ever. Spinner dolphins.,Best place in world to see blue whales — can see 4-5 at once,,0,seed
Monrovia,capital_city,6.3,-10.797,LR,uncommon,5.0,2,0,1083,genesis,101083,25,75,credits,10000000,80,Founded by freed American slaves. Named after President Monroe.,Founded by freed US slaves — only African country named after US president,,0,city_seed
Mont Blanc,mountain_peak,45.833,6.865,FR,uncommon,5.0,2,0,174,genesis,100174,25,20,culture,100000,25,"4,808m. Highest in Alps and Western Europe.",France and Italy dispute exact summit location,,0,seed
Monteverde Cloud Forest,ancient_forest,10.302,-84.793,CR,uncommon,5.0,2,0,912,genesis,100912,25,35,food,200000,25,Cloud forest reserve. 400 bird species. Quetzal. No roads 1970s.,Quakers from Alabama settled here 1951 — no roads — to refuse military service,,0,seed
Montserrat Black Madonna,religious_site,41.593,1.84,ES,uncommon,5.0,2,0,878,genesis,100878,25,40,culture,3000000,25,Catalan national shrine. Black Virgin found by shepherds.,Legend: Golden Globe hidden here by monks 1936 to save from Franco,,0,seed
Montserrat Monastery Spain,religious_site,41.593,1.84,ES,uncommon,5.0,2,0,671,genesis,100671,25,40,culture,3000000,25,Sacred mountain monastery. Black Madonna. Catalan nationalist symbol.,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Montserrat_monastery.jpg/640px-Montserrat_monastery.jpg,0,seed
Moroni,capital_city,-11.702,43.255,KM,uncommon,5.0,2,0,1085,genesis,101085,25,75,credits,10000000,80,Comoros capital. Perfume islands. Most coups per capita.,Has had 20 coups since independence — most coup-prone nation on Earth,,0,city_seed
Mount Ararat,mountain_peak,39.702,44.298,TR,uncommon,5.0,2,0,290,genesis,100290,25,20,culture,100000,25,"5,137m. Where Noah's Ark supposedly landed. Armenian sacred mountain.",Visible from 3 countries. Noah's Ark expeditions still happen,,0,seed
Mount Ararat from Khor Virap,mountain_peak,39.683,44.593,AM,uncommon,5.0,2,0,779,genesis,100779,25,20,culture,100000,25,"5,137m iconic view from Armenian monastery. In Turkish territory.",Can be seen from Yerevan but cannot be visited by Armenians,,0,seed
Mount Bromo Volcano,volcano,-7.942,112.953,ID,uncommon,5.0,2,0,348,genesis,100348,25,40,energy,300000,25,Active volcano in caldera. Sea of sand. Sunrise pilgrimage.,,,0,seed
Mount Cameroon,volcano,4.204,9.17,CM,uncommon,5.0,2,0,714,genesis,100714,25,40,energy,300000,25,"4,040m. Most active West African volcano. Annual race to summit.",Race to the top and back takes winners under 4 hours,,0,seed
Mount Damavand,volcano,35.958,52.109,IR,uncommon,5.0,2,0,310,genesis,100310,25,40,energy,300000,25,"5,610m. Highest volcano in Asia. Highest peak in Iran + Middle East.",,,0,seed
Mount Kenya National Park,mountain_peak,0.151,37.308,KE,uncommon,5.0,2,0,263,genesis,100263,25,20,culture,100000,25,"5,199m. Second highest in Africa. Equatorial glaciers disappearing.",,,0,seed
